	Taxon	Kingdom
4a6e39bb4d576af69c6aff4791e85e23	d__Bacteria; p__Hydrogenedentes; c__Hydrogenedentia; o__Hydrogenedentiales; f__Hydrogenedensaceae; g__Hydrogenedensaceae; s__uncultured_bacterium	Bacteria
5d54a6d253e1d51075ea82eea941a8d4	d__Bacteria; p__Hydrogenedentes; c__Hydrogenedentia; o__Hydrogenedentiales; f__Hydrogenedensaceae; g__Hydrogenedensaceae; s__uncultured_bacterium	Bacteria
756c2d0a0c2e39ae3a39e3ffca182486	d__Bacteria; p__Hydrogenedentes; c__Hydrogenedentia; o__Hydrogenedentiales; f__Hydrogenedensaceae; g__Hydrogenedensaceae; s__uncultured_bacterium	Bacteria
a8829ce5350331adfbe4b9aa4fbe6dd1	d__Bacteria; p__Hydrogenedentes; c__Hydrogenedentia; o__Hydrogenedentiales; f__Hydrogenedensaceae; g__Hydrogenedensaceae; s__uncultured_bacterium	Bacteria
be55a75b51adf8a6272a113dc9f123ba	d__Bacteria; p__Hydrogenedentes; c__Hydrogenedentia; o__Hydrogenedentiales; f__Hydrogenedensaceae; g__Hydrogenedensaceae; s__uncultured_bacterium	Bacteria
e5398a8976fbfe11669c999660e3a5d4	d__Bacteria; p__Hydrogenedentes; c__Hydrogenedentia; o__Hydrogenedentiales; f__Hydrogenedensaceae; g__Hydrogenedensaceae; s__uncultured_bacterium	Bacteria
e6984e1cc0da2d3c62d657ecd2d907a5	d__Bacteria; p__Hydrogenedentes; c__Hydrogenedentia; o__Hydrogenedentiales; f__Hydrogenedensaceae; g__Hydrogenedensaceae; s__uncultured_bacterium	Bacteria
66f5f3bfc285a434210c359e35fe31f5	d__Bacteria; p__Hydrogenedentes; c__Hydrogenedentia; o__Hydrogenedentiales; f__Hydrogenedensaceae; g__YC-ZSS-LKJ63; s__uncultured_bacterium	Bacteria
ca3e3a565ae9f9835cb159e06a392e40	d__Bacteria; p__Latescibacterota; c__Latescibacteria; o__Latescibacterales; f__Latescibacteraceae; g__Candidatus_Latescibacter; s__uncultured_bacterium	Bacteria
2ed4893b297188b4f6400fa2135e00a8	d__Bacteria; p__Latescibacterota; c__Latescibacteria; o__Latescibacterales; f__Latescibacteraceae; g__Candidatus_Latescibacter; s__uncultured_Latescibacteria	Bacteria
33d8323c6f0ab99c5bfc41dafe8f00e8	d__Bacteria; p__Latescibacterota; c__Latescibacteria; o__Latescibacterales; f__Latescibacteraceae; g__Candidatus_Latescibacter; s__uncultured_Latescibacteria	Bacteria
54596b1f9650d9f5543a6f0c8b0954bf	d__Bacteria; p__Latescibacterota; c__Latescibacteria; o__Latescibacterales; f__Latescibacteraceae; g__Candidatus_Latescibacter; s__uncultured_Latescibacteria	Bacteria
b0b321ec4c1ccb82e69bee0e158a3cbe	d__Bacteria; p__Latescibacterota; c__Latescibacteria; o__Latescibacterales; f__Latescibacteraceae; g__Candidatus_Latescibacter; s__uncultured_Latescibacteria	Bacteria
23ad5f93a490c205104deca9a57dcf9f	d__Bacteria; p__Latescibacterota; c__Latescibacteria; o__Latescibacterales; f__Latescibacteraceae; g__Latescibacteraceae; s__metagenome	Bacteria
77ec17917fb30e887340cb71794486ff	d__Bacteria; p__Latescibacterota; c__Latescibacteria; o__Latescibacterales; f__Latescibacteraceae; g__Latescibacteraceae; s__metagenome	Bacteria
ce042854673876c351b161e0a2103a68	d__Bacteria; p__Latescibacterota; c__Latescibacteria; o__Latescibacterales; f__Latescibacteraceae; g__Latescibacteraceae; s__uncultured_bacterium	Bacteria
d6062cc8a9b73a3494d0881b8c417a17	d__Bacteria; p__Latescibacterota; c__Latescibacteria; o__Latescibacterales; f__Latescibacteraceae; g__Latescibacteraceae; s__uncultured_bacterium	Bacteria
26fb90814bcba4c421e4788e65392fa4	d__Bacteria; p__Latescibacterota; c__Latescibacteria; o__Latescibacterales; f__Latescibacteraceae; g__Latescibacteraceae; s__uncultured_organism	Bacteria
41da4db6cb000f8f285c8e62a96fe7e1	d__Bacteria; p__Latescibacterota; c__Latescibacteria; o__Latescibacterales; f__Latescibacteraceae; g__Latescibacteraceae; s__uncultured_organism	Bacteria
5977219aa0ca1622625756c9463d52ad	d__Bacteria; p__Latescibacterota; c__Latescibacteria; o__Latescibacterales; f__Latescibacteraceae; g__Latescibacteraceae; s__uncultured_organism	Bacteria
167a8521024f0337b1fc4a3b9f5a770d	d__Bacteria; p__Latescibacterota; c__Latescibacterota; o__Latescibacterota; f__Latescibacterota; g__Latescibacterota	Bacteria
20e9c1df2967e676c900db4717a75975	d__Bacteria; p__Latescibacterota; c__Latescibacterota; o__Latescibacterota; f__Latescibacterota; g__Latescibacterota	Bacteria
344e088f6117adfec8fa202906aa0cf8	d__Bacteria; p__Latescibacterota; c__Latescibacterota; o__Latescibacterota; f__Latescibacterota; g__Latescibacterota	Bacteria
40a76f2b2c15a89a9747c612f3d3607f	d__Bacteria; p__Latescibacterota; c__Latescibacterota; o__Latescibacterota; f__Latescibacterota; g__Latescibacterota	Bacteria
d0737abe30ebd9649311e2401628cbdb	d__Bacteria; p__Latescibacterota; c__Latescibacterota; o__Latescibacterota; f__Latescibacterota; g__Latescibacterota	Bacteria
f53f24ce700a7eeb5c1c7ad49d669fd8	d__Bacteria; p__Latescibacterota; c__Latescibacterota; o__Latescibacterota; f__Latescibacterota; g__Latescibacterota; s__metagenome	Bacteria
07460a74e5f82d788043caac4fd0ac78	d__Bacteria; p__Latescibacterota; c__Latescibacterota; o__Latescibacterota; f__Latescibacterota; g__Latescibacterota; s__uncultured_Acidobacterium	Bacteria
6da46c95f03857ccc0fe2e1c36480714	d__Bacteria; p__Latescibacterota; c__Latescibacterota; o__Latescibacterota; f__Latescibacterota; g__Latescibacterota; s__uncultured_Acidobacterium	Bacteria
1e2611ae7eb8db21c7c0a6f7a3595453	d__Bacteria; p__Latescibacterota; c__Latescibacterota; o__Latescibacterota; f__Latescibacterota; g__Latescibacterota; s__uncultured_bacterium	Bacteria
2f111ec75c56968419ea2ab8ff74ad17	d__Bacteria; p__Latescibacterota; c__Latescibacterota; o__Latescibacterota; f__Latescibacterota; g__Latescibacterota; s__uncultured_bacterium	Bacteria
401d1e759153ea20bca862901609fb97	d__Bacteria; p__Latescibacterota; c__Latescibacterota; o__Latescibacterota; f__Latescibacterota; g__Latescibacterota; s__uncultured_bacterium	Bacteria
7871766c1f4e86e6e94e8232b787d76e	d__Bacteria; p__Latescibacterota; c__Latescibacterota; o__Latescibacterota; f__Latescibacterota; g__Latescibacterota; s__uncultured_bacterium	Bacteria
ba66e8acdcf9014e17a4ec2047b55b5f	d__Bacteria; p__Latescibacterota; c__Latescibacterota; o__Latescibacterota; f__Latescibacterota; g__Latescibacterota; s__uncultured_bacterium	Bacteria
d4442958c263361bcba92cddcb144457	d__Bacteria; p__Latescibacterota; c__Latescibacterota; o__Latescibacterota; f__Latescibacterota; g__Latescibacterota; s__uncultured_bacterium	Bacteria
fc4bf7658ac2e489353cb61741422208	d__Bacteria; p__Latescibacterota; c__Latescibacterota; o__Latescibacterota; f__Latescibacterota; g__Latescibacterota; s__uncultured_bacterium	Bacteria
984a19f6fea951483209cea7fcc008af	d__Bacteria; p__Latescibacterota; c__Latescibacterota; o__Latescibacterota; f__Latescibacterota; g__Latescibacterota; s__uncultured_Desulfuromonadales	Bacteria
71056bc840f280f6bf2135a2e10d0d23	d__Bacteria; p__Latescibacterota; c__Latescibacterota; o__Latescibacterota; f__Latescibacterota; g__Latescibacterota; s__uncultured_Fibrobacteres	Bacteria
d99480aebfce98be821e38b54e0ef922	d__Bacteria; p__Latescibacterota; c__Latescibacterota; o__Latescibacterota; f__Latescibacterota; g__Latescibacterota; s__uncultured_Fibrobacteres	Bacteria
010a1b379081d3914ca8dfe60841dbb5	d__Bacteria; p__Latescibacterota; c__Latescibacterota; o__Latescibacterota; f__Latescibacterota; g__Latescibacterota; s__uncultured_low	Bacteria
f9d03196133c2685d95dcd91f3b1b588	d__Bacteria; p__Latescibacterota; c__Latescibacterota; o__Latescibacterota; f__Latescibacterota; g__Latescibacterota; s__uncultured_low	Bacteria
9bb6864535ecbb8afda3cc31255e8279	d__Bacteria; p__Latescibacterota; c__Latescibacterota; o__Latescibacterota; f__Latescibacterota; g__Latescibacterota; s__uncultured_Pelobacter	Bacteria
ba1999fb0e906b50ff35aad339b35b9a	d__Bacteria; p__Latescibacterota; c__Latescibacterota; o__Latescibacterota; f__Latescibacterota; g__Latescibacterota; s__uncultured_Pelobacter	Bacteria
c1e2bdf674d5df00b72b126d2638de73	d__Bacteria; p__Latescibacterota; c__Latescibacterota; o__Latescibacterota; f__Latescibacterota; g__Latescibacterota; s__uncultured_Pelobacter	Bacteria
b2aed35806ae3c684810c0734095685a	d__Bacteria; p__Latescibacterota; c__Latescibacterota; o__Latescibacterota; f__Latescibacterota; g__Latescibacterota; s__uncultured_prokaryote	Bacteria
04ddf884ea4f66e5395d9e8e8bcce343	d__Bacteria; p__Latescibacterota; c__Latescibacterota; o__Latescibacterota; f__Latescibacterota; g__Latescibacterota; s__uncultured_soil	Bacteria
50427585d8778793c598d28a3de06e91	d__Bacteria; p__Latescibacterota; c__Latescibacterota; o__Latescibacterota; f__Latescibacterota; g__Latescibacterota; s__uncultured_soil	Bacteria
13ee00f22942fc5dc007eb875a42a9ac	d__Bacteria; p__Marinimicrobia_(SAR406_clade); c__Marinimicrobia_(SAR406_clade); o__Marinimicrobia_(SAR406_clade); f__Marinimicrobia_(SAR406_clade); g__Marinimicrobia_(SAR406_clade); s__uncultured_bacterium	Bacteria
671ea80acedc8dde88c83f69eebbfe48	d__Bacteria; p__MBNT15; c__MBNT15; o__MBNT15; f__MBNT15; g__MBNT15	Bacteria
95b7ca5420d297cd6aa607b4d70451ee	d__Bacteria; p__MBNT15; c__MBNT15; o__MBNT15; f__MBNT15; g__MBNT15	Bacteria
a7a94b7cc435670d7d04d075ce0d4529	d__Bacteria; p__MBNT15; c__MBNT15; o__MBNT15; f__MBNT15; g__MBNT15	Bacteria
c03ae07965129a4cb41b0b5f0dfc04f5	d__Bacteria; p__MBNT15; c__MBNT15; o__MBNT15; f__MBNT15; g__MBNT15	Bacteria
db97b7760fdc8267b219a081169e4f39	d__Bacteria; p__MBNT15; c__MBNT15; o__MBNT15; f__MBNT15; g__MBNT15	Bacteria
9b5df5d575c5ea88b762f0eba30d266d	d__Bacteria; p__MBNT15; c__MBNT15; o__MBNT15; f__MBNT15; g__MBNT15; s__Actinobacteria_bacterium	Bacteria
dac79125d73fdee9d544e6627889e687	d__Bacteria; p__MBNT15; c__MBNT15; o__MBNT15; f__MBNT15; g__MBNT15; s__uncultured_Anaeromyxobacter	Bacteria
708596fd33f1b7a90e434dc1d18305e3	d__Bacteria; p__MBNT15; c__MBNT15; o__MBNT15; f__MBNT15; g__MBNT15; s__uncultured_bacterium	Bacteria
a9cdace376f468b22ea7bac7de7e029c	d__Bacteria; p__MBNT15; c__MBNT15; o__MBNT15; f__MBNT15; g__MBNT15; s__uncultured_prokaryote	Bacteria
44b720b91c837d8ea71efb1a10fe7317	d__Bacteria; p__MBNT15; c__MBNT15; o__MBNT15; f__MBNT15; g__MBNT15; s__uncultured_soil	Bacteria
b9c3db51fbbe7c7a10df0009991c7242	d__Bacteria; p__MBNT15; c__MBNT15; o__MBNT15; f__MBNT15; g__MBNT15; s__uncultured_soil	Bacteria
6597a3583a1e81165215d4b3d1f10587	d__Bacteria; p__Methylomirabilota; c__Methylomirabilia; o__Methylomirabilales; f__Methylomirabilaceae; g__Sh765B-TzT-35; s__uncultured_bacterium	Bacteria
6ba3b2f543abadff76906158093330a4	d__Bacteria; p__Methylomirabilota; c__Methylomirabilia; o__Methylomirabilales; f__Methylomirabilaceae; g__Sh765B-TzT-35; s__uncultured_bacterium	Bacteria
00b7b809f5007592758c652e6c5611ee	d__Bacteria; p__Methylomirabilota; c__Methylomirabilia; o__Rokubacteriales; f__Rokubacteriales; g__Rokubacteriales; s__uncultured_bacterium	Bacteria
0f700b983207ec336ed4b4679028b514	d__Bacteria; p__Methylomirabilota; c__Methylomirabilia; o__Rokubacteriales; f__Rokubacteriales; g__Rokubacteriales; s__uncultured_bacterium	Bacteria
16188294988a9a821c42385475bac633	d__Bacteria; p__Methylomirabilota; c__Methylomirabilia; o__Rokubacteriales; f__Rokubacteriales; g__Rokubacteriales; s__uncultured_bacterium	Bacteria
1f75c7723b20617dbd3237bea40f1c55	d__Bacteria; p__Methylomirabilota; c__Methylomirabilia; o__Rokubacteriales; f__Rokubacteriales; g__Rokubacteriales; s__uncultured_bacterium	Bacteria
32935146e1792f6b87dee4909e73bca0	d__Bacteria; p__Methylomirabilota; c__Methylomirabilia; o__Rokubacteriales; f__Rokubacteriales; g__Rokubacteriales; s__uncultured_bacterium	Bacteria
732d171ea3046a2b5119fca67220a56c	d__Bacteria; p__Methylomirabilota; c__Methylomirabilia; o__Rokubacteriales; f__Rokubacteriales; g__Rokubacteriales; s__uncultured_bacterium	Bacteria
8461e4bf26611c9062cabbb6c5cb2dbd	d__Bacteria; p__Methylomirabilota; c__Methylomirabilia; o__Rokubacteriales; f__Rokubacteriales; g__Rokubacteriales; s__uncultured_bacterium	Bacteria
ce1a1c3ca66ca8cee44dc4db98a6af6f	d__Bacteria; p__Methylomirabilota; c__Methylomirabilia; o__Rokubacteriales; f__Rokubacteriales; g__Rokubacteriales; s__uncultured_bacterium	Bacteria
d7fefd5396f7e6cbe6db76e3b613fb3f	d__Bacteria; p__Methylomirabilota; c__Methylomirabilia; o__Rokubacteriales; f__Rokubacteriales; g__Rokubacteriales; s__uncultured_bacterium	Bacteria
e5b8aa4e9ca9b255a6e1e7ea5f0c576e	d__Bacteria; p__Methylomirabilota; c__Methylomirabilia; o__Rokubacteriales; f__Rokubacteriales; g__Rokubacteriales; s__uncultured_bacterium	Bacteria
498f82978eb86153219290879d6b6339	d__Bacteria; p__Methylomirabilota; c__Methylomirabilia; o__Rokubacteriales; f__WX65; g__WX65; s__uncultured_bacterium	Bacteria
0c76f3c025c35fa26465a90750d44dbb	d__Bacteria; p__Myxococcota	Bacteria
132ffe9a542685a423a59236950b46b0	d__Bacteria; p__Myxococcota; c__bacteriap25; o__bacteriap25; f__bacteriap25; g__bacteriap25	Bacteria
2c598e357317e25e94381fa0abca09f0	d__Bacteria; p__Myxococcota; c__bacteriap25; o__bacteriap25; f__bacteriap25; g__bacteriap25	Bacteria
b43c0e1e9620ccf74576e76aae560788	d__Bacteria; p__Myxococcota; c__bacteriap25; o__bacteriap25; f__bacteriap25; g__bacteriap25	Bacteria
14649acdee739259b27b7f39d79ae9c8	d__Bacteria; p__Myxococcota; c__bacteriap25; o__bacteriap25; f__bacteriap25; g__bacteriap25; s__uncultured_bacterium	Bacteria
37a782f089e67b35e6b3b75ec738e3d4	d__Bacteria; p__Myxococcota; c__bacteriap25; o__bacteriap25; f__bacteriap25; g__bacteriap25; s__uncultured_bacterium	Bacteria
84a9bf9cfca96db0d0b10d8e519154d8	d__Bacteria; p__Myxococcota; c__bacteriap25; o__bacteriap25; f__bacteriap25; g__bacteriap25; s__uncultured_bacterium	Bacteria
c7fb7a73c1e3f3257193318c5f9ee901	d__Bacteria; p__Myxococcota; c__bacteriap25; o__bacteriap25; f__bacteriap25; g__bacteriap25; s__uncultured_bacterium	Bacteria
da02d08ecd56f34c226683c736539972	d__Bacteria; p__Myxococcota; c__bacteriap25; o__bacteriap25; f__bacteriap25; g__bacteriap25; s__uncultured_bacterium	Bacteria
fbbef9ebef7d78bd1204d6ca15bb3c06	d__Bacteria; p__Myxococcota; c__bacteriap25; o__bacteriap25; f__bacteriap25; g__bacteriap25; s__uncultured_bacterium	Bacteria
284b076e60a9979505e498c65f132238	d__Bacteria; p__Myxococcota; c__bacteriap25; o__bacteriap25; f__bacteriap25; g__bacteriap25; s__uncultured_deep-sea	Bacteria
3c9d8c15d5d81ecdcbea3147574dc2be	d__Bacteria; p__Myxococcota; c__bacteriap25; o__bacteriap25; f__bacteriap25; g__bacteriap25; s__uncultured_Syntrophobacterales	Bacteria
4ae7ae372ee4a3fdcf461aad64da4594	d__Bacteria; p__Myxococcota; c__Myxococcia; o__Myxococcales; f__27F-1492R; g__27F-1492R; s__uncultured_bacterium	Bacteria
8f81b4b4c5f0418ae2b0073e19b0e1d6	d__Bacteria; p__Myxococcota; c__Myxococcia; o__Myxococcales; f__Anaeromyxobacteraceae; g__Anaeromyxobacter	Bacteria
193087cbaf438f31995f6ffc5281d8b4	d__Bacteria; p__Myxococcota; c__Myxococcia; o__Myxococcales; f__Anaeromyxobacteraceae; g__Anaeromyxobacter; s__uncultured_bacterium	Bacteria
976e17bd6db9994da5d28760bef7f7e5	d__Bacteria; p__Myxococcota; c__Myxococcia; o__Myxococcales; f__Anaeromyxobacteraceae; g__Anaeromyxobacter; s__uncultured_bacterium	Bacteria
1449a60b4482f0afb2560bfd408cbafd	d__Bacteria; p__Myxococcota; c__Myxococcia; o__Myxococcales; f__Myxococcaceae	Bacteria
3cc0ef24dec6c7144045ec636c6dee41	d__Bacteria; p__Myxococcota; c__Myxococcia; o__Myxococcales; f__Myxococcaceae	Bacteria
6613f3dadd60e8be748b527b67007887	d__Bacteria; p__Myxococcota; c__Myxococcia; o__Myxococcales; f__Myxococcaceae	Bacteria
792a642146e8907ffb1cb7d5ed2c1020	d__Bacteria; p__Myxococcota; c__Myxococcia; o__Myxococcales; f__Myxococcaceae	Bacteria
a0b84d1e743c5c63fa472ebb0e5f920e	d__Bacteria; p__Myxococcota; c__Myxococcia; o__Myxococcales; f__Myxococcaceae	Bacteria
78d2353d11fe9e4a8a5976115cf6ae57	d__Bacteria; p__Myxococcota; c__Myxococcia; o__Myxococcales; f__Myxococcaceae; g__Corallococcus	Bacteria
1a73f8d0e5db3ad55f9c9a65828ada69	d__Bacteria; p__Myxococcota; c__Myxococcia; o__Myxococcales; f__Myxococcaceae; g__P3OB-42; s__uncultured_bacterium	Bacteria
0b22ec143750c12cab9e5b2e8a9ca797	d__Bacteria; p__Myxococcota; c__Myxococcia; o__Myxococcales; f__Myxococcaceae; g__uncultured; s__uncultured_bacterium	Bacteria
57630348b7e0d9a0064a3db1edecebf6	d__Bacteria; p__Myxococcota; c__Myxococcia; o__Myxococcales; f__Myxococcaceae; g__uncultured; s__uncultured_bacterium	Bacteria
ed8bcc6cd9c0b09c8bb94c6daf87a0e5	d__Bacteria; p__Myxococcota; c__Myxococcia; o__Myxococcales; f__Myxococcaceae; g__uncultured; s__uncultured_bacterium	Bacteria
f89a40ec936a50f89ed9531a3174ef32	d__Bacteria; p__Myxococcota; c__Myxococcia; o__Myxococcales; f__Myxococcaceae; g__uncultured; s__uncultured_bacterium	Bacteria
0808fdf5a7ca966fc1a60393691bb308	d__Bacteria; p__Myxococcota; c__Myxococcia; o__Myxococcales; f__Myxococcaceae; g__uncultured; s__uncultured_delta	Bacteria
fcfc0bf3eb188d31a9bd2b130ce86c8c	d__Bacteria; p__Myxococcota; c__Myxococcia; o__Myxococcales; f__Vulgatibacteraceae; g__Vulgatibacter; s__uncultured_bacterium	Bacteria
f0422ec8137606bb025867d12276d0f6	d__Bacteria; p__Myxococcota; c__Polyangia	Bacteria
e03c69957eda0a1da17b6309aa150ab4	d__Bacteria; p__Myxococcota; c__Polyangia; o__Blfdi19; f__Blfdi19; g__Blfdi19; s__metagenome	Bacteria
ebabb1f7823ec7fe71f68bd68841ccd1	d__Bacteria; p__Myxococcota; c__Polyangia; o__Blfdi19; f__Blfdi19; g__Blfdi19; s__uncultured_bacterium	Bacteria
f00b851ed63203c5f77e52c354760ba2	d__Bacteria; p__Myxococcota; c__Polyangia; o__Blfdi19; f__Blfdi19; g__Blfdi19; s__uncultured_delta	Bacteria
036ce42d8df727bbaeffcc46c9914289	d__Bacteria; p__Myxococcota; c__Polyangia; o__Blfdi19; f__Blfdi19; g__Blfdi19; s__uncultured_Myxococcales	Bacteria
11cbfd2a4163315d40fd3a2a70044885	d__Bacteria; p__Myxococcota; c__Polyangia; o__Haliangiales; f__Haliangiaceae; g__Haliangium	Bacteria
1633d49b8ae46146b0d2aec52744d412	d__Bacteria; p__Myxococcota; c__Polyangia; o__Haliangiales; f__Haliangiaceae; g__Haliangium	Bacteria
1a5725cf5175f4852b3f62fa26d39949	d__Bacteria; p__Myxococcota; c__Polyangia; o__Haliangiales; f__Haliangiaceae; g__Haliangium	Bacteria
3c9135fd1b916e29e7f0ea3d183a553c	d__Bacteria; p__Myxococcota; c__Polyangia; o__Haliangiales; f__Haliangiaceae; g__Haliangium	Bacteria
3e9bb5a546ea8909b5462ebfcf73844c	d__Bacteria; p__Myxococcota; c__Polyangia; o__Haliangiales; f__Haliangiaceae; g__Haliangium	Bacteria
6287e7342d667dd04dc536fadc64b2f0	d__Bacteria; p__Myxococcota; c__Polyangia; o__Haliangiales; f__Haliangiaceae; g__Haliangium	Bacteria
634d3636c829498138ad47b186cbb46f	d__Bacteria; p__Myxococcota; c__Polyangia; o__Haliangiales; f__Haliangiaceae; g__Haliangium	Bacteria
6f5fcb307adc5b7b8058647ce33a9a05	d__Bacteria; p__Myxococcota; c__Polyangia; o__Haliangiales; f__Haliangiaceae; g__Haliangium	Bacteria
7ad96a0d36f1901fef4a20aa9c4454af	d__Bacteria; p__Myxococcota; c__Polyangia; o__Haliangiales; f__Haliangiaceae; g__Haliangium	Bacteria
8f188028fdfa7200c0dac2753a9e9092	d__Bacteria; p__Myxococcota; c__Polyangia; o__Haliangiales; f__Haliangiaceae; g__Haliangium	Bacteria
9dd20d32a6c0245fe77ab72d4b927b8c	d__Bacteria; p__Myxococcota; c__Polyangia; o__Haliangiales; f__Haliangiaceae; g__Haliangium	Bacteria
b18a7f81622d5e9efe686430c972f57d	d__Bacteria; p__Myxococcota; c__Polyangia; o__Haliangiales; f__Haliangiaceae; g__Haliangium	Bacteria
c46d3cdb29ff8b5ef90c2a2d521616b9	d__Bacteria; p__Myxococcota; c__Polyangia; o__Haliangiales; f__Haliangiaceae; g__Haliangium	Bacteria
e988aa13f1f68214ed8773f9f0c23f4b	d__Bacteria; p__Myxococcota; c__Polyangia; o__Haliangiales; f__Haliangiaceae; g__Haliangium	Bacteria
ecdfe00a46d9e4a9e775a18746a65257	d__Bacteria; p__Myxococcota; c__Polyangia; o__Haliangiales; f__Haliangiaceae; g__Haliangium	Bacteria
f229bc8757981ab84ae78a847d2bcabd	d__Bacteria; p__Myxococcota; c__Polyangia; o__Haliangiales; f__Haliangiaceae; g__Haliangium	Bacteria
f836ab6c4c0023b3571739e1bfd63466	d__Bacteria; p__Myxococcota; c__Polyangia; o__Haliangiales; f__Haliangiaceae; g__Haliangium	Bacteria
ffc53148306fa205ed14c7308498cceb	d__Bacteria; p__Myxococcota; c__Polyangia; o__Haliangiales; f__Haliangiaceae; g__Haliangium	Bacteria
3161489b2af94f5e8c2263b919cf7943	d__Bacteria; p__Myxococcota; c__Polyangia; o__Haliangiales; f__Haliangiaceae; g__Haliangium; s__metagenome	Bacteria
61f03dd34f2ccc0e757246be4e79c7b9	d__Bacteria; p__Myxococcota; c__Polyangia; o__Haliangiales; f__Haliangiaceae; g__Haliangium; s__metagenome	Bacteria
0e15a6481fd56ec33f482775b84f8152	d__Bacteria; p__Myxococcota; c__Polyangia; o__Haliangiales; f__Haliangiaceae; g__Haliangium; s__uncultured_bacterium	Bacteria
3b996cc82bd5d4a22b1e2cc8191daae2	d__Bacteria; p__Myxococcota; c__Polyangia; o__Haliangiales; f__Haliangiaceae; g__Haliangium; s__uncultured_bacterium	Bacteria
a2f7ba2fd82a5d1b85eabd46a40113f2	d__Bacteria; p__Myxococcota; c__Polyangia; o__Haliangiales; f__Haliangiaceae; g__Haliangium; s__uncultured_bacterium	Bacteria
db7acda2e274d61a355f1b4c678e8492	d__Bacteria; p__Myxococcota; c__Polyangia; o__Haliangiales; f__Haliangiaceae; g__Haliangium; s__uncultured_bacterium	Bacteria
7a582cb1968266577641284e676fa1bc	d__Bacteria; p__Myxococcota; c__Polyangia; o__Haliangiales; f__Haliangiaceae; g__Haliangium; s__uncultured_Kofleriaceae	Bacteria
24a2c2c41471f5df58e7ae574d9bc333	d__Bacteria; p__Myxococcota; c__Polyangia; o__Haliangiales; f__Haliangiaceae; g__Haliangium; s__uncultured_Myxococcales	Bacteria
5d5fad60b9bad40665630956ad1100a9	d__Bacteria; p__Myxococcota; c__Polyangia; o__Haliangiales; f__Haliangiaceae; g__Haliangium; s__uncultured_Myxococcales	Bacteria
ecbcdb5cfd703886d984bff42fd4e420	d__Bacteria; p__Myxococcota; c__Polyangia; o__Haliangiales; f__Haliangiaceae; g__Haliangium; s__uncultured_Myxococcales	Bacteria
0b4250d7ce4f8fced49298bf3361caf2	d__Bacteria; p__Myxococcota; c__Polyangia; o__Haliangiales; f__Haliangiaceae; g__Haliangium; s__uncultured_Nannocystineae	Bacteria
1e62351c2f13a7fae3af354e08b5e201	d__Bacteria; p__Myxococcota; c__Polyangia; o__Haliangiales; f__Haliangiaceae; g__Haliangium; s__uncultured_prokaryote	Bacteria
c37ba2fa8d88b1ca4dbbd310788a9f64	d__Bacteria; p__Myxococcota; c__Polyangia; o__Haliangiales; f__Haliangiaceae; g__Haliangium; s__uncultured_proteobacterium	Bacteria
5ca688fba46d812a03e7ba56b5f36103	d__Bacteria; p__Myxococcota; c__Polyangia; o__mle1-27; f__mle1-27; g__mle1-27; s__metagenome	Bacteria
085a0a18c6a4cc3c29e7ce52e3bc63f6	d__Bacteria; p__Myxococcota; c__Polyangia; o__mle1-27; f__mle1-27; g__mle1-27; s__uncultured_bacterium	Bacteria
42d8b6ceb254e7a78173efd78ea434e0	d__Bacteria; p__Myxococcota; c__Polyangia; o__mle1-27; f__mle1-27; g__mle1-27; s__uncultured_bacterium	Bacteria
64e13e3fbd318f87164ddf8c74a2627e	d__Bacteria; p__Myxococcota; c__Polyangia; o__Nannocystales; f__Nannocystaceae; g__Nannocystaceae; s__Enhygromyxa_sp.	Bacteria
d4203872425904efab98647eb3d8dd3d	d__Bacteria; p__Myxococcota; c__Polyangia; o__Nannocystales; f__Nannocystaceae; g__Nannocystaceae; s__Enhygromyxa_sp.	Bacteria
380a71542a98c4bef2605836d705d81c	d__Bacteria; p__Myxococcota; c__Polyangia; o__Nannocystales; f__Nannocystaceae; g__Nannocystaceae; s__metagenome	Bacteria
84e1f74b7363f0321d0df8986283c5fa	d__Bacteria; p__Myxococcota; c__Polyangia; o__Nannocystales; f__Nannocystaceae; g__Nannocystis; s__metagenome	Bacteria
3a45cd9e055abba1a3b3ee603a88bfdb	d__Bacteria; p__Myxococcota; c__Polyangia; o__Polyangiales; f__BIrii41; g__BIrii41	Bacteria
6e283145ead6dd0b1fae0ef66639e751	d__Bacteria; p__Myxococcota; c__Polyangia; o__Polyangiales; f__BIrii41; g__BIrii41	Bacteria
73bd2be91e790e763864b60af8797c82	d__Bacteria; p__Myxococcota; c__Polyangia; o__Polyangiales; f__BIrii41; g__BIrii41	Bacteria
7487fca057b1c8f94f8b17375e15af34	d__Bacteria; p__Myxococcota; c__Polyangia; o__Polyangiales; f__BIrii41; g__BIrii41	Bacteria
e7042f5ab73df71ce0746260c0aa4c96	d__Bacteria; p__Myxococcota; c__Polyangia; o__Polyangiales; f__BIrii41; g__BIrii41	Bacteria
0a2b60e548c710f79a17840ad6e4a0f0	d__Bacteria; p__Myxococcota; c__Polyangia; o__Polyangiales; f__BIrii41; g__BIrii41; s__metagenome	Bacteria
19edb6aac19adfc01a60b51c83555494	d__Bacteria; p__Myxococcota; c__Polyangia; o__Polyangiales; f__BIrii41; g__BIrii41; s__metagenome	Bacteria
