	68_BH1	106_BH1	166_BH1	186_BH1	259_BH1	86_BH1	23_BH1	56_BH1	295_BH1	305_BH1	50_BH6	162_BH6	198_BH6	100_BH6	285_BH6	345_BH6	535_BH6	564_BH6	655_BH6	695_BH6	711_BH6
e9047683907b5cb8bf6a09a26594dcb4	0	0	0	0	0	0	0.00102211484854116	0.00122263760551127	0	0	0.00887494094621043	0	0	0	0	0	0	0	0	0	0
f5eb968cf6dd0adb4338814b92b49274	0	0	0	0	0	0	0	0.000211610354800028	0	0	0	0	0	0	0	0	0	0	0	0	0
cf7b0bd65361b22cc7048ecd28a40551	0	0	0.00175555927102491	0.00186477382098171	0.00168966488313151	0	0	0	0.0013149655604258	0.00115351340959339	0	0.00154979915868046	0.00214461764988317	0.00387122390232604	0.00130328120208525	0.00242148252557013	0.00127079941225527	0.00193997824872873	0.00163101288263799	0	0
1e76389d6f980c35b8c26e61809f4d80	0	0	0	0	0	8.34852300713799E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
fb4092042117e15ca1faf8562797d0a0	0	0	0	6.01539942252166E-05	0	0	0	0	6.26174076393237E-05	0.000144189176199173	0	0	0	0	0	0	0	0	0	0	0
139d2deea39a001b08b85013a2949729	0	0	0	0	0	2.78284100237933E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3a66290f173f974a89e5154cd93e2482	0	0	0.0020063534525999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
e66e1e1921a905589dd1481e7ef235f3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000189717321191425
121666f70805b5f3d4908a5011d7af3b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2ceca3679dcd3dc9e90d5449ae76525a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0380c1326d8afbb5bc9d0c33caaef2d9	0	0	0	0	0	0.00020871307517845	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
497cab921f81c06b0ec9a5080a4412d1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000487844540206521
4ada014b79152755f6350ae6ac1b1f0d	0	0	0.000167196121049992	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4c8bf3a15ac01bd02d427ee6ba3036ca	0	0	0	0	0	0	0	0.000141073569866685	0	0	0	0	0	0	0	0	0	0	0	0	0
575e5c89a7cd3e3b54652b30e2abd0c7	0	0	0.000278660201749986	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
b16c3ea9a3ce16e8f1efb102f30438be	0	0	0	0	0	0	0	0.000117561308222238	0	0	0	0	0	0	0	0	0	0	0	0	0
aab21c536a9a1f2d68a74a32db04e163	0	0	0	0	0	0	0	0	0	0.00043256752859752	0	0	0	0	0	0	0	0	0	0	0
ba075d6b07294e9a7e6d45e37cbb01a9	0	0	0	0	0	0	0.000255528712135291	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ca15f9dc4b41150bd57a86d481299649	0	0	0	0	0	0.000570482405487762	0	0	0	0.000384504469864462	0	0	0	0	0	0	0	0	0	0	0
1eefdbed70107233a988fff4e42f2aef	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000293936098292231	0	0	0
406031e23ff7a858e93d858002717925	0	0	0	0	0	0	0	0	6.26174076393237E-05	0	0	0	0	0	0	0	0	0	0	0	0
616e4506d999d75bbb051e2effdaf31c	0	0	0	0	0	0	0.00185839063371121	0.00213961580964473	0	0	0.00107984072349328	0	0	0	0	0	0	0	0	0	0
d842448f8edfb419643d887be74a8e06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5f80fd360ce0d67df52ced8bc19d3009	0	0	0.000529454383324974	0.000210538979788258	0.000844832441565756	0	0	0	0.00110624086829472	0.00112948188022686	0	0	0	0.00115805843231976	0.000498313400797301	0.00693917380461889	0	0	0	0	0
4106fd55afc5e49143c177d3272d0edb	0.0006188501763723	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
31a4da8bce7b2905ef7df98d9b55036b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
655a5e7a89898e527e258347baada080	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8259a80855feca4184bc44a8021c57f7	0	0	0.000278660201749986	0.000902309913378248	0.000281610813855252	0	0	0	0.000187852222917971	0	0	0	0	0	0	0	0	0	0	0	0
accb5c7e600b4893395e09b5cee61cd3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
94ed16109f7c5d77024aded60077ca01	0	0	0	0	0	0	0	0	0	0.000696914351629338	0	0	0	0	0	0	0	0	0	0	0
f04aca9be695ebcb8ff102626e28774f	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
23ad5f93a490c205104deca9a57dcf9f	0	0	0	0	0	0.00020871307517845	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7758fcd6dca10c74ef81d705588c3a6c	0	0	0	0	0	0.000361769330309313	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
df71de0e92459aa808364311135bb8fc	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
85d9562a86f49e90ad4b7268f745cff5	0	0	0	0	0	0.000153056255130863	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3443a946876aa9c922d9c50c6963b782	0	0	0	0	0	0.00016697046014276	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
fabcd8b7f1e715e5a0a7b9ef88f5b7a3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
140cdc0260b40b346d337b13163a3037	0	0	0	0	0	0.000333940920285519	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
47fe5b9eeaad17c139e39a16068f34f6	0	0	0	0	0	0.000918337530785179	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3224a92db13e3ea0666ad89a009d5454	0	0	0	0	0	0	0.00013937929752834	0	0	0	0	0	0	0	0	0	0	0	0	0	0
80b9ca933055ee91ad9e970410f5c43d	0	0	0	0	0	0	0.00013937929752834	0	0	0	0	0	0	0	0	0	0	0	0	0	0
a49879f80d879d14bbeb226908ca87ac	0	0	0	0	0	0.00228192962195105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
bb9d818efb658b7afa81d788126eb304	0	0	0	0	0	0	0.000162609180449731	0	0	0	0	0	0	0	0	0	0	0	0	0	0
cb9baecff93de16626e28523b5b36111	0	0	0	0	0	5.56568200475866E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d68b079e24aed31da807b4136384f60f	0	0	0	0	0	0	0	0.000211610354800028	0	0	0	0	0	0	0	0	0	0	0	0	0
e67a6c5f5979d718327b795a573292c0	0	0	0	0	0	0.000333940920285519	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
f39c8c6d0668e0b4861d32d02165a94a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
aba30509671b5a4a6bcffbd7f4d15ab9	0	0	0	0	0	0.000403511945345003	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
b7302345702c78eb76cb564fa74fe06d	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000945514714572746	0	0
da02d08ecd56f34c226683c736539972	0	0	0	0	0	0.000473082970404486	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5212f3ebd613dd83dca31cdff0d13455	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59a0e88e29cf01be703a4354a4313964	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
fa431b127f2046a1d056ec43bf1e6656	0	0	0	0	0	0	0	0	0	0.000408535999230991	0	0	0	0	0	0	0	0.00111695717351048	0.000898238978844108	0.000328515111695138	0.00178876331409058
493a276b3b52cff0b6b95659119b6c4f	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000492772667542707	0
a2f7ba2fd82a5d1b85eabd46a40113f2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7aba49a9aaf1d23175e2f6cc8fd9fe21	0	6.04924082027705E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
c0bf16372277045a1c269471e1a5206e	0	0	0	0	0	0	4.64597658427802E-05	0	0	0	0.000101235067827495	0	0	0	0	0	0	0	0	0	0
a69de27254bcc30bd97601e960db0afc	0	0	0	0	0	6.95710250594832E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5c9a495f437a3c72cd2882d32368a1f7	0	0.00157280261327203	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7ffadb5e8616d0a5b57b92fcc1571f0f	0	0	0	0	0	0.000264369895226036	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
01ccb6afab735c48ff52e717a6bea18d	0	0.000453693061520779	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
380e9ddbe02da4e443922f7105b2f924	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8de16bf6e3f4120ea803d974d1cb8bdb	0	0	0	0	0	0	0	0	0	0.000240315293665289	0	0	0	0	0	0	0	0	0	0	0
a56739680bf48867c92746ea6af6b43d	0	0	0	0	0	0	9.29195316855603E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0
40dd280a032c8b8ea8809b06692e2770	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000969989124364363	0	0	0
3e926285c182467302bc7d8e35a7b244	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000205755268804562	0	0	0
3cf7ac3c1c11c79b3019de82bad0d87a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6f227d880a9f2692aed94b4f06e40b9b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
44349931377434a54bb432488ce41d8f	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
b4361b774226df0dce921f32ffc6cf24	0	0	0	0	0.000281610813855252	0	0.00297342501393793	0.00068185558768898	0	0	0	0	0	0	0	0	0	0	0	0	0
6899045d2b8ef2a6575e11a2a6df9202	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
baae950550f59111d8d0a8b5fe5d3bb4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00025299071162673	0	0	0	0	0
f61500cced76710d048be9d068b636f4	0	0	0.00111464080699994	0.000391000962463908	0	0	0	0	0	0	0	0	0.00108831343426907	0	0	0	0	0	0	0	0
958f3f8ee66be9ec0d2a57bf4332e53d	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d7c0fc03336446fc6d293d0d61ae1a3e	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
e69d612666602391aaca8906d72304b1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000840176708133453
5f5eb4a057dbdfb8fafab60626cb4657	0	0	0	0	0	0.000153056255130863	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9fef297bc82420d5b9abea86562b8d27	0	0	0	0	0	0	0	0	0	0	0.00121482081392995	0	0	0	0	0	0	0	0	0	0
febbb112cd18079c3b6571d129716a9f	0	6.04924082027705E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
125971207aa2aee278f53107b7a28c6a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8296367837b5d2390d2892a63500c949	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8aacbbd166beedafa01f427f98a52585	0	0	0	0	0	0	0	0	0	0	0.000134980090436661	0	0	0	0	0	0	0	0	0	0
941d88b7bd79a0cd6d4695dcd65cf9ad	0	0	0	0	0	0.000111313640095173	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d663ec4f9052506fe27f45d9c70b2303	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
da43d4e97c8f3e474f01141124dd9b31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6fd05e11fe57bb5ba9fd3b0fdd8b80f1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
c927a9fffe33e2e96369aa102a685d2b	0.00018565505291169	0	0	0	0	0	0.000185839063371121	0.000235122616444476	0	0	0	0	0	0	0	0	0	0	0	0	0
6065e9f71f92984c7ade49be32ea46ec	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
af4c12ad3eb1aa06e474309efba93af0	0	0	0	0	0	0	0	0	0	0	0.000809880542619963	0.000442799759622988	0	0	0	0	0	0	0	0	0
68b8dbecf6ca397538153220ba77cb38	0	0	0.000139330100874993	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d0157a0a9945b2465e7538b2456a8a60	0	0	0	0	0	4.17426150356899E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
f6143775264d3bf7ab70d2f3a046ecea	0	0	0	0	0	0.000473082970404486	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0a1bfabc65f7420d9f9cca92b1f21b4a	0	0	0	0	0	0	0.000464597658427801	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7b476ffc7663a548ccaa71160d75d239	0	0	0	0	0	0	0.000441367775506411	0	0	0	0	0	0	0	0	0	0	0	0	0	0
b762e42a5f7622c0fa4eebdbd94f6314	0	0	0.000278660201749986	0	0	0	0	0	0.000146107284491755	0	0	0	0	0	0	0	0	0	0	0	0
e1bc5eb8f627a2fad740a369b6afdca5	0	0	0	0	0	0	0.00246236758966735	0.000470245232888952	0	0	0	0	0	0	0	0	0	0	0	0	0
56f88cde71dffddcdcd8f1db01e6117b	0	0	0	0	0	0	0	0	0	0	0	0.000158142771293924	0	0	0	0	0	0	0	0	0
325ca3f3ba51640e49bf61e7fc6a24f4	0	0	0	0	0	0	0	0	0	0	0	0	0.00204858999391825	0.00327565099427588	0	0	0	0	0	0	0
091dc04ed6802874358f1fc536a19b8b	0	0	0	0	0	0	0.00155640215573314	0.000305659401377819	0	0	0	0	0	0	0	0	0	0	0	0	0
db8ed233e19d765300b7b618dce284e1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4cb9f630ec993e0915e761d27361e00e	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
a2736fada931ec2fd8b59542e78ec04a	0	0.000362954449216623	0.000585186423674971	0.000451154956689124	0.00140805406927626	0	0	0	0.000709663953245669	0.00213880611362107	0	0	0	0	0	0.000686689074415411	0	0	0	0	0
15c77f634c7bc7c89518842522f75a04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
a5448d1376c2764887d0f02e4bb95a99	0	0.00051418546972355	0.00133756896839993	0.00102261790182868	0	0	0	0	0	0.000408535999230991	0	0	0	0	0	0	0	0	0	0	0
c9bca2812609f69a512658865250d515	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
75442d2a9a69ab338121878eecba4766	0	0	0.000362258262274982	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00108756356368126	0	0.000876040297853701	0.000758869284765699
cb419156f0de7a1f727cb66e455adaab	0	0	0	0	0	0	0.000185839063371121	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d379d328b58376764d25b43b70dc80ea	0	0	0	0	0	0	0.000487827541349192	0.00105805177400014	0	0	0.00293581696699737	0	0	0	0	0	0	0	0	0	0
fc24c90f678f97a0fc1ae83216025a30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
f67eec7cb65096150086890217953597	0	0	8.35980605249958E-05	6.01539942252166E-05	0.000168966488313151	0	0	0	0	0	0	0	0	0	0	0	0.000277987371430841	0.00158725493077805	0.00151282354331639	0.00249123959702146	0.00287286229232729
4027c3ad8d28e34e5bebd6d3fa0ff2bb	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
a652f496fb4f9105e6797d717c3926ef	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
e163f70cb2b5c3a6a941d0cd6626c1c1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
07212ddea95bce649c9542f330cba8b1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2e0f4e02fcd686553a99aaab59f56f55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9a7b973517d82727157cc2484e21bb28	0	0	0	0	0	0	0.000487827541349192	0.000211610354800028	0	0	0	0	0	0	0	0	0	0	0	0	0
2f0e1c6d7590694af0683fa42f9c263d	0	0	0	0	0	0.00012522784510707	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0dd9405c2c5f194bfe15facb6febd569	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0d63b0dd4bc6e3fe86b6c4cc6186be46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ac62d7fbdc9122389959901e64293edd	0	0.000635170286129091	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
e38f3fbe5fe068e16cc9e5c9781e3669	0	0	0	0	0	0	0.000162609180449731	0	0	0	0	0	0	0	0	0	0	0	0	0	0
e0c7b8fa84edee5e76d9eb7ea420e789	0	0	0.000445856322799978	0.00018046198267565	0	0	0	0	0	0	0	0.000632571085175697	0.0363944816107039	0.00268007808622572	0.0073213738117142	0.00184321804185189	0	0	0	0	0
c93a6006f6eb105c8333bfd8dec75106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7f2df018f517fec49d45fa848ea04670	0	0	0	0	0	0.000111313640095173	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
647ce88feb44460aaa2213ae4be43bc2	0.00092827526455845	0.000544431673824935	0	0	0	0	0.000232298829213901	0.000329171663022266	0	0	0.000573665384355807	0	0	0	0	0	0	0	0	0	0
ee55cffde2a31391687eb9360df72c9b	0	0	0	0	0	0.000445254560380693	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
57bc4071b724609f9f4e71915e88ed7d	0.00198032056439136	0.0010283709394471	0	0	0	0	0.000487827541349192	0.000211610354800028	0	0	0	0	0	0	0.00195492180312788	0	0	0	0	0	0
0921fd3c3bfe92f2617480ceb8be0131	0	0	0	0	0	9.73994350832765E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
e8accbbab64dba2fe98edb7072796cc5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
dd5512637290d717c052d030dedbdede	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7c9260cb39c10fef45b09ad77d5adb8f	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
db88d016f68cb81e0af52857af6b667f	0	0	0	0	0	9.73994350832765E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
bbb11b62f0e670d79880440f201e23be	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
e0f441668868511e67b31c81c4e1e137	0	0.000211723428709697	0	0	0	0	0	0.000846441419200113	0	0	0	0	0	0	0	0	0	0	0	0	0
f334bc1667819cb0bbe91fc31102a601	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0036031892057651	0	0	0	0	0	0
f3c6d64c760eefd5108d7dc30ece8106	0	0	0	0	0	0.000834852300713799	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6bbfc84286b020c7eead2dec4c3407c8	0	0.000181477224608312	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1f76a897c78461c7dd4b9478f427d263	0.00030942508818615	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
a316e80214ba2a1254631870e6b78008	0	0	0	0	0	0.00016697046014276	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
e5acb61223b8d389a2e5cd82a1805ac6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
22b545cd4650317c5335dc492e3bf8cf	0	0	0	0	0	0.000584396610499659	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8745126392f89ef6d5f0a0bc2148a00f	0	0	0	0	0	0	0	0	0.000834898768524316	0	0	0	0	0	0	0	0.00043683729796275	0.00693689191969666	0.00134735846826616	0.000465396408234779	0.000460742065750603
bbd5c01894e3881b3288e33320911baf	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.13074233677535E-05
f7443ff8638c4348423b00602729cc4a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
70a60612f186462ac3e8cd7ffb50690c	0	0	0	0	0	0	0	0.000493757494533399	0	0	0	0	0	0	0	0	0	0	0	0	0
431e3694c6fecb7b1b82ee7d608d1251	0	0	0	0	0	0	0	0.000164585831511133	0	0	0	0	0	0	0	0	0	0	0	0	0
89b64e444f679902d75407912e5443aa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
310ab6a08b38a2fe922b432050192ee9	0	0	0	0	0	0.000194798870166553	0.00013937929752834	0	0	0	0	0	0	0	0	0	0	0	0	0	0
aea9fd408b95c8dfd4c39f769cada1a1	0.00074262021164676	0	0	0	0	0	0.000162609180449731	0.00218664033293362	4.17449384262158E-05	0	0.000134980090436661	0	0	0	0	0	0	0	0	0	0
717b3849b1e71f76e5cc6276c176430b	0.00340367597004765	0.000181477224608312	0	0	0	0	0	0.000964002727422351	0	0	0.0022271714922049	0	0	0	0	0	0	0	0	0	0
395855bbcbee907ae8396d3c59b1f17c	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000219010074463425	0
4841debd13b4dd0d3aecd5020d93e7df	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000496395225150691	0	0
1e7669da9062e017eba07ce737467f5e	0	0	0	0.000300769971126083	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0b150c57813c768eef6c500057a433ae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000330930150100461	0.000191633815155497	0
e0aeea8ec08826fad3d327862f3da042	0	0	0	0.0014436958614052	0	0	0	0	0	0	0	0	0	0	0	0	0.00158849926531909	0	0	0	0
225beee1b5b0c8fe34761779429f2957	0	0	0	0	0	0.000222627280190346	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59010f572b56cbf89e8cf98cc1df9161	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00210377023992436	0	0
74d74345b1dfd9fa5e9b84ef591f1470	0	0	0	0	0	5.56568200475866E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
b9a96512e571e56811fb461ab3badc44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
c61cc59c159081c592cd80934c7480db	0	9.07386123041558E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
e1464539879868d4c7719804c23ac0e6	0	0	0	0	0	0	0	0	0	0.000336441411131404	0	0	0	0.000893359362075241	0	0.00249376558603491	0.00516262261228704	0.0027923929337762	0.0124807942323602	0.012182435392028	0.0547741008754099
1e7808d3462d49317c9bcbe880a8cbb3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3d0d282e510294d5736ad0618b8e12ab	0	0.000846893714838788	0	0	0	0	0	0	0	0	0	0.00474428313881773	0	0	0	0	0	0	0	0	0
82a260faafef55efd1b8176ecb781ecf	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
90225c2df11a41135c56cad2b780179c	0	0.000544431673824935	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
90ef3e69f5a211d221086c8d780fb727	0	0	0	0.000120307988450433	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
13969e356470e3014feadea1fd0ef67a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000109505037231713	0
a62bd8977604fbd04013c2242c7bea6e	0	0	0.000111464080699994	0	0.000112644325542101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
f30cd940a7f43564fa67f08e7efa0305	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.81808294876694E-05	0	0	0
c4c0f5fcef5b7b4822283b65db13e15f	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00146968049146116	0	0	0
d5ba1ce7a93877eaa4a1b1142b93a9d6	0	0	0	0.000330846968238691	0	0	0.00218360899461067	0.00181044414662246	0	0	0	0	0	0	0	0	0	0	0	0	0
1a3377421a90461ff196228bbe6c6358	0	0	0	0	0	0	0.000534287307191972	0.000611318802755637	0	0	0.00151852601741243	0	0	0	0	0	0	0	0	0	0
2a3393609c9b9a6eab63a7c6346aa2f8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00120513800299815	0	0	0
34c76a37daf44b08d51fdac690d8a846	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
45a0d8503bf29c5d8781492173088b18	0	0	0	0	0	0	0	0	0.000814026299311209	0	0	0	0.00291283889760251	0	0	0.00198778416278145	0.00798220880822843	0	0.00234014891856755	0	0.00604385180366968
8fa2136e9f02bdd75aeb350ef597f732	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000756411771658196	0	0
2483235b7118dec955d625221b105011	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
fcacc1a798bb0322e8cd110c6d8d1011	0	0	0	0	0	0.000153056255130863	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7ca01345c1253b43c80662a50a5b85af	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7614c1a3a0c5360f6ed7033e40923753	0	0	0	0	0	4.17426150356899E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3d5baff45729bf2214074c2e9f77ad10	0	0	0	0	0	0	0	0	0	0.00064885129289628	0	0	0	0	0	0	0	0	0	0	0
40c0593123d54f8761de7bc600795008	0	0	0	0	0	0	0	0.000493757494533399	0	0	0	0	0	0	0	0	0	0	0	0	0
60724a7b772cab08b6c4e473442d1220	0	0	0	0.000902309913378248	0	0	0	0	0	0	0	0	0	0.0019521556430533	0	0	0	0	0	0	0
7b143fdece999a28945f17ccff9d515c	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
dedc40d3a89c1cc77eef9e104fae080b	0	0	0	0	0	0	0	0.000235122616444476	0	0	0	0	0	0	0	0	0	0	0	0	0
bfb6f185952417fb89eeb704513ad226	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00178706167348398	0	0.00252925186148209	0	0
aa3e4f45679cdafe6d03824399feac41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d19cd815b5e74c615b43bc77413f373e	0	0	0	0	0	0.00012522784510707	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1a257be5709ac26537e35b5ecae9f855	0	0	0	0	0	6.95710250594832E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
